,user_id,user_name,usersurname,email,password,year_bird,gender,mother_tongue,years_in,studies,working,support_type,expert,area,preference,date
479,480,EastaXl,VkjglHOO,MTAaxGugcZ@gmail.com,bxUiGpBYI,1998,Femenino,Ucraniano,De 6 meses a 1 año,Master,Si,Orientacion laboral,No,Sierra del Rincon,"Juegos, Viajar, Musica",2022-03-10
480,481,LpAzRiI,MypocNqC,JemPAexJNL@gmail.com,iZMoyjfNa,1971,Masculino,"Rumano, Chino",Más de 2 años,Con graduado escolar,No,Orientación sobre trámites,No,Sierra de la Cabrera,"Baile, Musica, Pintura",2022-11-10
481,482,UQaCRcP,qzEuLDCP,VSwoIZfNhU@gmail.com,LyozqcFqY,1971,Femenino,"Español, Chino",De 1 año a 2 años,FP (Formacion Profesional),No especificar,Emocional,No,Valle del Jarama,"Cocina, Viajar, Fotografia",2021-06-15
482,483,amHxMzc,xBHFBWmv,xiUYnOOiYF@gmail.com,XfmcVcNyr,1970,Masculino,"Frances, Español",Menos de 6 meses,Grado universitario,Si,Orientacion laboral,Si,Valle del Jarama,"Fotografia, Pintura, Musica",2021-07-01
483,484,DbhabfC,coWZdtAC,UKlmsLWckJ@gmail.com,ClbMkctPm,1972,Masculino,Ingles,De 1 año a 2 años,Master,No especificar,Orientacion sobre temas  legales,Si,Sierra de la Cabrera,"Lectura, Cocina, Musica",2022-02-14
484,485,awtEWpM,yzgsgcrr,HlMlBcZDWu@gmail.com,kDliGuCiU,1999,Femenino,Portugues,De 1 año a 2 años,Master,No,Orientacion laboral,Si,Valle Medio del Lozoya,"Musica, Cocina, Cine",2022-03-25
485,486,GTFdlCC,rIiTXChc,XUeBdjnXao@gmail.com,JIcgstEtV,1980,No especificar,"Rumano, Español",Más de 2 años,Doctorado,No,Orientacion laboral,Si,Valle del Jarama,"Naturaleza, Baile, Cocina",2021-05-31
486,487,rUnCSzj,wDROllMx,jtfUCAqqFr@gmail.com,ymAKahRyW,2003,No especificar,"Arabe, Italiano",Más de 2 años,FP (Formacion Profesional),Si,Orientacion laboral,No,Sierra del Rincon,"Viajar, Naturaleza, Baile",2022-08-22
487,488,ZCnLjXQ,nTIaFVZf,tiIGNsChhJ@gmail.com,fnFJxMqnn,1973,Masculino,"Aleman, Chino",De 1 año a 2 años,Sin graduado escolar,Si,Orientacion laboral,Si,Sierra del Rincon,"Baile, Deportes, Musica",2022-11-07
488,489,vtlNrVz,SRWxJcFp,hgjJTiofZg@gmail.com,MTDfIfgwn,1983,Masculino,"Chino, Español",Más de 2 años,FP (Formacion Profesional),Si,Orientacion laboral,Si,Valle Alto del Lozoya,"Naturaleza, Musica, Baile",2022-06-24
489,490,JaonSAG,hMsODqKG,jEOhOutipO@gmail.com,ySZAlypfC,1965,Masculino,Ingles,De 6 meses a 1 año,Sin graduado escolar,No,Emocional,Si,Valle Alto del Lozoya,"Cine, Lectura, Fotografia",2022-03-29
490,491,EDHJLtO,WieSFrVh,tYbSEDxEXK@gmail.com,ZMZpsvtim,1965,No especificar,"Italiano, Chino",De 1 año a 2 años,FP (Formacion Profesional),Si,Orientacion laboral,No,Valle Alto del Lozoya,"Fotografia, Cocina, Juegos",2021-02-06
491,492,jMiKyOB,aDPaqibB,RverFnQjEq@gmail.com,PauuSTgxn,1987,No especificar,"Español, Italiano",Menos de 6 meses,Con graduado escolar,No,Orientacion sobre temas  legales,No,Sierra de la Cabrera,"Pintura, Deportes, Juegos",2022-07-05
492,493,skbgVaP,FgAcQxZD,kumITuvwLq@gmail.com,OAGVruhHo,1968,Masculino,"Ingles, Italiano",De 6 meses a 1 año,Doctorado,No,Orientacion sobre temas  legales,No,Sierra del Rincon,"Fotografia, Naturaleza, Juegos",2021-06-07
493,494,ZtKLVwX,KQMGQIxs,jlnQQRyWrn@gmail.com,fthgFOXDF,1965,Masculino,"Ucraniano, Aleman",De 6 meses a 1 año,Con graduado escolar,No especificar,Orientacion laboral,No,Valle Bajo del Lozoya,"Naturaleza, Pintura, Cocina",2021-06-14
494,495,mzScpNt,KiDqsnJW,TbnMfXwjVd@gmail.com,aHfITgbgB,1977,No especificar,Portugues,De 1 año a 2 años,Grado universitario,Si,Emocional,Si,Sierra de la Cabrera,"Cocina, Musica, Deportes",2021-12-17
495,496,xBienik,DxtFjjzx,AuaMjTIGUW@gmail.com,QqzBnRfMF,2003,Masculino,Ucraniano,De 1 año a 2 años,FP (Formacion Profesional),No especificar,Orientación sobre trámites,Si,Sierra del Rincon,"Lectura, Cocina, Juegos",2022-05-07
496,497,kdmjqnw,CQDVNDcY,XipQLORvJq@gmail.com,tqmAksywI,1966,No especificar,"Chino, Portugues",De 1 año a 2 años,FP (Formacion Profesional),No especificar,Orientacion sobre temas  legales,No,Sierra de la Cabrera,"Pintura, Viajar, Musica",2021-09-08
497,498,YPmLCJp,WBrVsyfh,KComEYfZSr@gmail.com,GJtYUdLOW,1991,Masculino,Español,Menos de 6 meses,Master,No especificar,Orientacion laboral,Si,Valle del Jarama,"Naturaleza, Musica, Baile",2021-09-23
498,499,PCSrXoz,lzkGOlsX,wtXnWxqxIf@gmail.com,dZjTcvlcE,1978,Masculino,"Portugues, Ucraniano",De 6 meses a 1 año,Master,No especificar,Orientación sobre trámites,No,Valle Medio del Lozoya,"Pintura, Deportes, Naturaleza",2022-12-08
499,500,XCOjqPw,jzIRCfRe,rWHfbkYRpk@gmail.com,erEmZHPNJ,1966,No especificar,Arabe,De 6 meses a 1 año,Con graduado escolar,No especificar,Orientación sobre trámites,Si,Valle del Jarama,"Musica, Lectura, Deportes",2022-04-24
500,501,SyhevGZ,MnqxcVAr,QfwOHRatRT@gmail.com,cxbWawWCY,1973,Femenino,Aleman,Menos de 6 meses,Sin graduado escolar,No,Orientación sobre trámites,No,Sierra del Rincon,"Naturaleza, Baile, Pintura",2022-11-19
501,502,edWvLeP,NNtlpFLc,WzPaZwlQyz@gmail.com,vnDXBEcnZ,1989,Femenino,Italiano,De 1 año a 2 años,Sin graduado escolar,No especificar,Orientacion sobre temas  legales,No,Sierra del Rincon,"Cocina, Viajar, Lectura",2021-04-26
502,503,WqqXKPW,IrYGUxPt,GxsXxtrNzx@gmail.com,GPFyLlXcn,1973,Masculino,"Español, Ucraniano",Menos de 6 meses,Grado universitario,No especificar,Emocional,Si,Valle del Jarama,"Viajar, Baile, Pintura",2022-10-04
503,504,TfUUJJh,DqJgzvTk,ffxpRhIcNJ@gmail.com,dZXxgsLwo,2003,Femenino,Italiano,Menos de 6 meses,Master,No,Orientación sobre trámites,No,Valle Bajo del Lozoya,"Cine, Naturaleza, Lectura",2021-06-07
504,505,eMVepPj,mPATNPFS,ucRjcPaNpD@gmail.com,QnkSmDsYF,1990,Femenino,Portugues,Más de 2 años,Doctorado,No,Orientacion laboral,No,Valle Alto del Lozoya,"Viajar, Juegos, Musica",2021-12-09
505,506,iHTqwAN,wTQnDvoe,wvuCNGFUEu@gmail.com,JsxESdgtP,2002,Femenino,Portugues,Más de 2 años,FP (Formacion Profesional),Si,Orientacion sobre temas  legales,No,Sierra del Rincon,"Naturaleza, Baile, Fotografia",2022-05-10
506,507,yCMiFsS,OLLPglvC,BqYOHslDoE@gmail.com,WkhHKFIZO,1970,No especificar,"Ucraniano, Italiano",De 1 año a 2 años,Con graduado escolar,Si,Orientación sobre trámites,Si,Valle Medio del Lozoya,"Baile, Naturaleza, Cine",2021-01-26
507,508,jOOIxcO,ynAHDBwM,onLzgZgLBS@gmail.com,biUgVTXmM,1975,Masculino,"Rumano, Aleman",Más de 2 años,Doctorado,Si,Orientacion sobre temas  legales,No,Valle Alto del Lozoya,"Naturaleza, Cocina, Musica",2021-01-02
508,509,GjLTOwN,CvQDxIYi,MAAwRjOkBf@gmail.com,IXjBejOjx,1977,No especificar,Ingles,De 6 meses a 1 año,FP (Formacion Profesional),No,Orientación sobre trámites,No,Sierra de la Cabrera,"Musica, Lectura, Juegos",2021-05-03
509,510,opSndjP,bRMcYrsW,mrhLUvLuXG@gmail.com,SpyEtZSUF,1988,No especificar,"Aleman, Ucraniano",De 6 meses a 1 año,Con graduado escolar,No,Orientacion sobre temas  legales,No,Valle Medio del Lozoya,"Juegos, Naturaleza, Pintura",2022-12-17
510,511,TggQePv,HQiLMoVY,BDxTbQtauS@gmail.com,zTKNngqGC,1992,Femenino,Aleman,De 6 meses a 1 año,FP (Formacion Profesional),No especificar,Orientacion laboral,No,Sierra de la Cabrera,"Juegos, Baile, Cine",2021-09-22
511,512,LlspqTT,iQZUbJqE,ZuhEylbtNJ@gmail.com,OjFohYGRE,1990,Femenino,Chino,Más de 2 años,Master,No,Orientacion sobre temas  legales,Si,Valle Alto del Lozoya,"Pintura, Musica, Fotografia",2022-04-26
512,513,DsYrCOm,IjFtMaqQ,oQmLDiuCsu@gmail.com,uLaLMuKnB,1997,No especificar,Español,Menos de 6 meses,Sin graduado escolar,No,Orientación sobre trámites,No,Valle Alto del Lozoya,"Musica, Fotografia, Juegos",2021-03-18
513,514,EhlWjfg,jQFnQsfK,QcYYUbmjDw@gmail.com,FtxaADcuo,1970,No especificar,"Italiano, Chino",Menos de 6 meses,FP (Formacion Profesional),Si,Emocional,Si,Valle del Jarama,"Viajar, Cocina, Lectura",2022-01-19
514,515,PyIrHup,gbBFkWeB,RxjIZoKfdX@gmail.com,kGyRQKAEr,1982,No especificar,Rumano,Más de 2 años,Master,No,Orientacion sobre temas  legales,Si,Valle Bajo del Lozoya,"Cocina, Pintura, Deportes",2022-06-12
515,516,IZyKACe,izUiAepD,gKBIejoYzu@gmail.com,wVcxzRKCa,1998,Masculino,"Ucraniano, Italiano",De 6 meses a 1 año,Sin graduado escolar,No,Emocional,No,Sierra del Rincon,"Lectura, Naturaleza, Deportes",2022-07-09
516,517,tcXNcge,dgsImchK,HiToqutcKP@gmail.com,IPPYsvpzM,2000,No especificar,"Italiano, Rumano",Menos de 6 meses,Con graduado escolar,Si,Orientacion sobre temas  legales,No,Valle Medio del Lozoya,"Pintura, Deportes, Baile",2021-07-24
517,518,cCfhRJM,uJBZVsHf,MxUvqjHXbK@gmail.com,WHmlFKOTA,1981,No especificar,Portugues,Menos de 6 meses,Sin graduado escolar,No,Orientación sobre trámites,No,Valle Medio del Lozoya,"Viajar, Pintura, Musica",2022-11-12
518,519,OuptANh,fmSgkrEt,sGiZppFTBp@gmail.com,vxqvUlQiz,1969,Femenino,Italiano,Menos de 6 meses,Sin graduado escolar,No,Orientacion laboral,No,Valle Bajo del Lozoya,"Cine, Musica, Lectura",2022-12-14
519,520,bQPcYoJ,XNaicEIN,mVbfKhWuWm@gmail.com,KIYcLkVlL,1985,Masculino,Ucraniano,De 6 meses a 1 año,FP (Formacion Profesional),Si,Orientacion laboral,Si,Valle Alto del Lozoya,"Cocina, Musica, Naturaleza",2021-12-05
520,521,YfweedW,VLpHoPGb,WXOgkUccER@gmail.com,HcTyriSxu,1995,No especificar,"Rumano, Español",Menos de 6 meses,Grado universitario,Si,Orientación sobre trámites,Si,Sierra de la Cabrera,"Baile, Pintura, Musica",2022-11-08
521,522,kvrrGve,JBgWKjnt,YcONGMJEAj@gmail.com,rrfZRUHHn,1991,No especificar,"Portugues, Ingles",De 1 año a 2 años,Con graduado escolar,No especificar,Orientacion laboral,Si,Sierra del Rincon,"Pintura, Naturaleza, Lectura",2022-06-19
522,523,SXJWmMK,cQlKvYxb,cDkqXchyeo@gmail.com,JBmljKDwg,1995,No especificar,"Portugues, Arabe",Menos de 6 meses,Sin graduado escolar,Si,Emocional,No,Valle del Jarama,"Cocina, Viajar, Cine",2021-07-10
523,524,YBJhkVy,XoQxOLPA,gBbYZxRdyc@gmail.com,ocDWyGxtc,1980,Masculino,"Ucraniano, Aleman",Menos de 6 meses,FP (Formacion Profesional),No especificar,Orientación sobre trámites,No,Sierra de la Cabrera,"Fotografia, Musica, Pintura",2021-02-03
524,525,MioYILZ,VsEGjpLg,OWLyLzbxQQ@gmail.com,TGJFRwqMh,1976,Masculino,Español,De 1 año a 2 años,Sin graduado escolar,Si,Orientacion laboral,No,Valle Medio del Lozoya,"Fotografia, Pintura, Viajar",2022-09-06
525,526,XTmBHIY,YFWNaKWG,uJIgJLhwKj@gmail.com,regoOXPdq,1969,Masculino,Español,Más de 2 años,Doctorado,No,Orientacion laboral,No,Valle Medio del Lozoya,"Pintura, Naturaleza, Cine",2021-03-19
526,527,dcTReeb,PeOuwvTi,pHQrPGVOyn@gmail.com,GTbibIlzc,1999,Femenino,Ingles,De 6 meses a 1 año,FP (Formacion Profesional),Si,Emocional,Si,Valle Medio del Lozoya,"Cine, Naturaleza, Lectura",2021-12-01
527,528,gnMxqdF,toSnzBZz,unOBqJmJIM@gmail.com,vxurSwCHe,2001,Masculino,"Ucraniano, Español",De 6 meses a 1 año,Grado universitario,No especificar,Emocional,No,Sierra del Rincon,"Deportes, Naturaleza, Baile",2022-08-25
528,529,xTzUxWQ,DmXMbape,sgrmbkBGnE@gmail.com,fyBudxCFf,1997,Masculino,Portugues,De 6 meses a 1 año,Sin graduado escolar,Si,Emocional,No,Sierra de la Cabrera,"Naturaleza, Deportes, Musica",2021-06-26
529,530,AxhxcwM,CTlmnWOj,gVsgIwLBNo@gmail.com,AWzGgZCOs,1991,Masculino,"Frances, Ingles",De 1 año a 2 años,Doctorado,No especificar,Orientacion sobre temas  legales,No,Sierra del Rincon,"Musica, Naturaleza, Cine",2021-09-23
530,531,cDpgcJS,ValPTVnR,QvAzwnEzrl@gmail.com,gBDbMhFxG,1994,Femenino,Italiano,De 6 meses a 1 año,FP (Formacion Profesional),Si,Orientacion laboral,Si,Valle Medio del Lozoya,"Cine, Lectura, Fotografia",2022-03-15
531,532,fdWDuWx,rVSilGrF,rVnrAUcDJi@gmail.com,WdQFxupBt,1980,Femenino,"Aleman, Chino",Más de 2 años,Doctorado,No,Orientacion laboral,No,Sierra de la Cabrera,"Lectura, Musica, Pintura",2022-12-09
532,533,wUbtiyK,zJSwAKKn,KABebOMilM@gmail.com,DRkljCcVd,1992,No especificar,Chino,Más de 2 años,Master,Si,Orientacion sobre temas  legales,Si,Sierra de la Cabrera,"Fotografia, Viajar, Lectura",2021-06-30
533,534,QKYktzt,rexTDzGY,CDPPyCsBvp@gmail.com,kUZoVYyRJ,1997,No especificar,Chino,Más de 2 años,Grado universitario,Si,Emocional,No,Valle Alto del Lozoya,"Cine, Cocina, Baile",2022-08-06
534,535,AbqBaoE,WFgAopjy,dUpFhAPKdu@gmail.com,QaGGhChxU,1966,Femenino,Ucraniano,De 1 año a 2 años,Grado universitario,No,Orientacion laboral,No,Valle Medio del Lozoya,"Deportes, Lectura, Cine",2021-01-11
535,536,CZHOjcB,pdMvmyOL,saVajRwfbw@gmail.com,TiEpzPWyN,1982,No especificar,"Aleman, Frances",Menos de 6 meses,Con graduado escolar,No especificar,Orientación sobre trámites,No,Valle Medio del Lozoya,"Musica, Fotografia, Baile",2021-08-26
536,537,EkEsnol,YrRIqcXv,FLzbNzLMwl@gmail.com,ZRlsafItL,2001,Femenino,"Portugues, Arabe",De 6 meses a 1 año,Doctorado,No especificar,Orientacion laboral,No,Valle del Jarama,"Pintura, Lectura, Viajar",2021-07-20
537,538,dNxMoUl,xroztLCb,uGjxfKCTyQ@gmail.com,KQTQZtobq,1991,No especificar,"Aleman, Español",Más de 2 años,Sin graduado escolar,No,Orientación sobre trámites,No,Valle Alto del Lozoya,"Baile, Juegos, Deportes",2022-07-02
538,539,kcGToWq,cwjAHHkh,SEcbvxNvnk@gmail.com,jiqDiBNUJ,1990,Masculino,"Frances, Ucraniano",De 1 año a 2 años,FP (Formacion Profesional),Si,Emocional,Si,Valle Bajo del Lozoya,"Musica, Viajar, Naturaleza",2021-10-04
539,540,PEyIJtE,GgvRgVEW,UUmyEwmHni@gmail.com,AYMLupCxw,1971,Masculino,Arabe,Menos de 6 meses,Doctorado,No,Orientacion sobre temas  legales,No,Valle Medio del Lozoya,"Musica, Fotografia, Pintura",2021-09-23
540,541,HrWLHoZ,vUJxEKCd,KbxlbBuIwu@gmail.com,HnpiLFFWo,2000,Masculino,Rumano,De 6 meses a 1 año,Master,No,Orientación sobre trámites,Si,Valle Alto del Lozoya,"Baile, Cocina, Juegos",2022-10-02
541,542,hspjjHe,qEueEGnt,YOnSqnJuRX@gmail.com,UfBUBMekB,1988,Masculino,"Aleman, Rumano",Más de 2 años,Con graduado escolar,No,Orientacion sobre temas  legales,No,Valle del Jarama,"Musica, Viajar, Lectura",2021-05-27
542,543,MzOHwMl,kWZGGhNj,tdntCyMCUc@gmail.com,KfzxCnfjt,1993,Masculino,Frances,Más de 2 años,Doctorado,Si,Orientacion sobre temas  legales,Si,Valle Medio del Lozoya,"Lectura, Musica, Pintura",2022-10-29
543,544,mpBbScS,jBcCkxgP,YXmSdhuAcl@gmail.com,dIVBYfoJQ,1982,Femenino,Chino,Más de 2 años,Con graduado escolar,No,Orientación sobre trámites,Si,Valle del Jarama,"Deportes, Fotografia, Pintura",2021-02-21
544,545,OpDWfzB,ZkEDqhet,FfkwpUxUYy@gmail.com,baPoSyyGk,1986,Masculino,"Aleman, Italiano",Más de 2 años,Master,No especificar,Orientación sobre trámites,Si,Valle del Jarama,"Naturaleza, Fotografia, Cine",2022-06-27
545,546,wqTLkOX,NGurkiIL,PPYxuTbRcY@gmail.com,JacXRoOxD,1982,No especificar,Italiano,Más de 2 años,FP (Formacion Profesional),Si,Orientacion laboral,Si,Sierra del Rincon,"Lectura, Musica, Juegos",2021-11-21
546,547,tmipiHP,OnWrEeCb,gqnovQNzpw@gmail.com,UMhGetJtB,1977,Femenino,Ingles,Menos de 6 meses,Master,Si,Emocional,No,Valle del Jarama,"Naturaleza, Lectura, Juegos",2022-10-30
547,548,ALYrJOF,GalpGsBr,ecVtWbwaUg@gmail.com,eAzqfguap,1996,Femenino,"Español, Ingles",De 6 meses a 1 año,Sin graduado escolar,No,Orientacion laboral,Si,Sierra del Rincon,"Deportes, Cocina, Musica",2022-02-07
548,549,KEZgRet,XMdSYVsr,JVRLEgcuHS@gmail.com,tgukynwRH,1997,No especificar,Español,Menos de 6 meses,Con graduado escolar,No especificar,Emocional,No,Valle del Jarama,"Juegos, Deportes, Viajar",2022-12-29
549,550,BpkeRUg,DvjjwgVM,ShtCShcOZr@gmail.com,xOWXBcZUm,1978,No especificar,Rumano,De 1 año a 2 años,Master,Si,Orientacion sobre temas  legales,Si,Sierra de la Cabrera,"Lectura, Cine, Fotografia",2021-10-30
550,551,LIYnFDo,GbrEKnkb,WfSEeuHhTC@gmail.com,hzTAcnwRB,1978,No especificar,"Frances, Español",Menos de 6 meses,Sin graduado escolar,No,Emocional,No,Valle Alto del Lozoya,"Musica, Pintura, Lectura",2022-11-06
551,552,bLrwZeo,TAnWoaCH,wVWmFVWRMo@gmail.com,PEtGWnAOX,1980,No especificar,Chino,De 1 año a 2 años,FP (Formacion Profesional),No,Orientacion laboral,No,Sierra de la Cabrera,"Viajar, Fotografia, Cocina",2022-07-07
552,553,iNYilUn,HQJDMape,xBsbEaFFUo@gmail.com,mFKvFKICT,1981,Masculino,"Arabe, Español",Más de 2 años,FP (Formacion Profesional),Si,Orientacion sobre temas  legales,No,Valle Alto del Lozoya,"Baile, Cocina, Pintura",2022-03-19
553,554,ppPrEfS,LwoHEzNc,xqlRYZfcMx@gmail.com,vRtFWeCts,1998,Masculino,"Portugues, Frances",Más de 2 años,Master,No especificar,Emocional,Si,Valle Medio del Lozoya,"Deportes, Musica, Baile",2021-08-30
554,555,vFJZWsE,vfjxAQbb,JVucjEjxur@gmail.com,RJVQtkbhf,1996,Masculino,Rumano,Más de 2 años,Doctorado,No especificar,Emocional,Si,Valle Bajo del Lozoya,"Musica, Naturaleza, Lectura",2022-11-10
555,556,YqWzWCv,vqqfvmip,UvzDzaxCbN@gmail.com,MPxCYZegd,1967,Masculino,Chino,Más de 2 años,Master,No,Orientación sobre trámites,No,Valle del Jarama,"Baile, Fotografia, Viajar",2022-01-01
556,557,kCPWyfh,HKMIokMx,miuZTHqLoJ@gmail.com,ECxIspZxL,1988,Femenino,Aleman,Más de 2 años,Grado universitario,No especificar,Orientacion laboral,No,Sierra del Rincon,"Baile, Fotografia, Naturaleza",2022-06-29
557,558,yNlaSti,XTAhKZzD,bNYzSiiFuP@gmail.com,dJANWzEtE,1969,No especificar,Frances,Más de 2 años,Doctorado,No,Orientacion sobre temas  legales,Si,Valle Medio del Lozoya,"Lectura, Viajar, Cocina",2022-11-21
558,559,iUVCUMz,ZHNrPuGL,xgKBaKTjlL@gmail.com,laEAHPvDf,1977,Femenino,"Frances, Italiano",De 1 año a 2 años,FP (Formacion Profesional),No especificar,Emocional,No,Valle Bajo del Lozoya,"Musica, Viajar, Baile",2021-02-11
559,560,IbDYXaH,GhYzAXGO,CKhcZtfPZI@gmail.com,BrynWZFRZ,1981,Femenino,"Ingles, Arabe",Menos de 6 meses,Con graduado escolar,No especificar,Orientación sobre trámites,No,Valle Alto del Lozoya,"Deportes, Baile, Lectura",2021-02-21
560,561,GmfBXFG,JisanWKy,rQPgaHMyfr@gmail.com,erITONYAY,1992,Femenino,"Frances, Español",De 6 meses a 1 año,Master,No especificar,Orientacion sobre temas  legales,Si,Valle del Jarama,"Cocina, Juegos, Deportes",2021-09-12
561,562,ChWJiHu,XCOtavES,fvnFMXTtYl@gmail.com,SQEOfFXsU,1994,Femenino,Español,De 6 meses a 1 año,Sin graduado escolar,No especificar,Orientacion sobre temas  legales,No,Valle Medio del Lozoya,"Juegos, Baile, Naturaleza",2022-02-28
562,563,NUHOqmq,mfElMGHE,zmHLQeiBIb@gmail.com,rnfScINHI,1996,Femenino,Frances,Más de 2 años,Grado universitario,No,Orientacion laboral,Si,Valle del Jarama,"Fotografia, Lectura, Musica",2022-03-11
563,564,wlQxvhs,KQIrpBIE,ggesfkFyKA@gmail.com,aWwcinOPf,1986,Femenino,Aleman,De 6 meses a 1 año,Doctorado,Si,Orientación sobre trámites,Si,Valle Medio del Lozoya,"Viajar, Fotografia, Pintura",2021-11-25
564,565,kfBcWBM,hnMxfoIy,QdBoSMGRou@gmail.com,VRYObnLzJ,1980,Femenino,Ingles,De 6 meses a 1 año,FP (Formacion Profesional),Si,Orientacion laboral,No,Valle Alto del Lozoya,"Pintura, Naturaleza, Fotografia",2022-04-07
565,566,JHcjwVa,VMZTeshA,HlRYHBBnMx@gmail.com,XczXASvzo,1965,No especificar,Rumano,Menos de 6 meses,Grado universitario,No especificar,Emocional,Si,Valle Alto del Lozoya,"Lectura, Baile, Viajar",2022-08-15
566,567,pYlHOzn,bvGaMWdY,DVFuIzcvmL@gmail.com,SRKhXnjkj,1994,Masculino,"Italiano, Portugues",De 1 año a 2 años,Master,Si,Emocional,No,Sierra del Rincon,"Musica, Lectura, Cine",2022-11-25
567,568,oNySJwf,JIKunqJc,HGUixtcVXw@gmail.com,BXRpbynth,1985,No especificar,Arabe,Más de 2 años,Doctorado,No,Orientacion laboral,Si,Sierra de la Cabrera,"Musica, Viajar, Fotografia",2021-06-11
568,569,sEVTIUs,bYTgnvuX,CYWUeVDRAr@gmail.com,ByXxSzbOS,1999,Femenino,Español,Más de 2 años,Master,Si,Orientacion sobre temas  legales,Si,Valle del Jarama,"Fotografia, Musica, Pintura",2022-08-29
569,570,XPxIkyo,aBVTcWhg,qHJJRYfitu@gmail.com,JqMiamFxE,1980,Femenino,"Ingles, Frances",Menos de 6 meses,Doctorado,No especificar,Orientación sobre trámites,No,Sierra del Rincon,"Deportes, Pintura, Cocina",2022-04-24
570,571,nONtTsB,tpbhWVXD,izJxPgMBDc@gmail.com,NPASCXLxr,1982,No especificar,Aleman,Más de 2 años,Doctorado,No especificar,Emocional,No,Valle del Jarama,"Viajar, Baile, Naturaleza",2022-01-28
571,572,xLHHVjm,jnuQcDFZ,LrhsaEAXTP@gmail.com,rIwzHnpmQ,1977,No especificar,Frances,Más de 2 años,FP (Formacion Profesional),No,Emocional,Si,Valle del Jarama,"Lectura, Cocina, Baile",2021-02-14
572,573,ZcLNkdJ,VbfGJPZo,HTgdLUdGnF@gmail.com,PVpbjVAKb,2002,No especificar,"Aleman, Español",De 1 año a 2 años,Master,No especificar,Emocional,Si,Valle Medio del Lozoya,"Cocina, Fotografia, Naturaleza",2022-06-25
573,574,cEjnrDu,OrwKyuBL,iNSqLmcgaX@gmail.com,nZnmjETtV,1976,No especificar,Italiano,De 1 año a 2 años,FP (Formacion Profesional),No especificar,Orientación sobre trámites,No,Valle Medio del Lozoya,"Juegos, Musica, Cine",2022-11-23
574,575,CqnTTFH,XCplxUqq,asRFIPSsXd@gmail.com,lsOPfvaEl,1981,Masculino,Español,De 6 meses a 1 año,Grado universitario,No,Emocional,No,Sierra de la Cabrera,"Baile, Cine, Lectura",2021-09-10
575,576,diPJOQw,tLpSlXZF,UKpFPMqSDh@gmail.com,CWFOaMvJQ,1990,Masculino,"Español, Arabe",Menos de 6 meses,Grado universitario,Si,Orientacion laboral,Si,Sierra de la Cabrera,"Musica, Cocina, Viajar",2022-08-26
576,577,BhsjwzH,AjhSCXOj,IFXTunjKXk@gmail.com,mxAUmneso,1986,Femenino,Aleman,De 1 año a 2 años,Doctorado,No especificar,Orientación sobre trámites,Si,Valle Alto del Lozoya,"Baile, Lectura, Naturaleza",2021-10-21
577,578,jZMzlYE,CjqeJDZA,YocgydrDLB@gmail.com,eXimNsXfx,1996,Masculino,"Arabe, Ucraniano",Menos de 6 meses,FP (Formacion Profesional),No,Emocional,No,Valle Alto del Lozoya,"Cine, Fotografia, Cocina",2021-11-10
578,579,dnNQwiA,OIlseaBK,EnVzHtydTL@gmail.com,dyjYHsMdy,1992,Masculino,"Ingles, Español",Más de 2 años,Con graduado escolar,Si,Orientación sobre trámites,No,Valle Medio del Lozoya,"Fotografia, Deportes, Naturaleza",2021-02-28
579,580,OmTwdfT,yemxaBvp,luQJAquXKt@gmail.com,VrXGgVsCV,1983,Masculino,Aleman,Más de 2 años,Doctorado,Si,Orientación sobre trámites,Si,Valle Bajo del Lozoya,"Lectura, Baile, Viajar",2021-06-12
580,581,vtiZIDT,ysNZgqmW,VkrWhmMrxj@gmail.com,UbJTEaXFY,1966,Masculino,"Español, Rumano",Más de 2 años,Master,No,Orientación sobre trámites,Si,Valle Bajo del Lozoya,"Fotografia, Naturaleza, Cine",2022-11-26
581,582,YbBfChM,lGhyGqWl,nmZfPpyImK@gmail.com,EgFObuUqd,2003,Femenino,Ucraniano,Más de 2 años,Sin graduado escolar,Si,Orientación sobre trámites,No,Valle Bajo del Lozoya,"Viajar, Pintura, Naturaleza",2021-11-05
582,583,EfiSZDG,djAiRdVq,kSxzTUbgJB@gmail.com,whAJjPFyY,2003,Femenino,Arabe,Más de 2 años,Con graduado escolar,No especificar,Orientacion laboral,Si,Valle Medio del Lozoya,"Pintura, Baile, Cocina",2022-03-30
583,584,ngCNxDH,WJWbfMWB,bYqbjadxVy@gmail.com,tkvbvGSZU,1982,Masculino,"Portugues, Español",De 1 año a 2 años,Con graduado escolar,Si,Emocional,Si,Valle Medio del Lozoya,"Fotografia, Naturaleza, Musica",2022-10-25
584,585,mtQUrZj,qsQamigV,SfImjeDQbM@gmail.com,WsBgjrgfJ,1994,Femenino,"Frances, Rumano",De 6 meses a 1 año,FP (Formacion Profesional),No especificar,Orientación sobre trámites,No,Sierra del Rincon,"Naturaleza, Lectura, Viajar",2021-07-29
585,586,LnYgXLp,kvCsVDaN,EaLYagwUEs@gmail.com,NpTEpZXfZ,1984,No especificar,"Rumano, Portugues",De 6 meses a 1 año,Master,No,Emocional,Si,Valle del Jarama,"Pintura, Juegos, Cine",2021-08-23
